 ,WEEK,WEIGHT,STATE,ETRO,REGION,DIVISION,OWNHOME,MARITAL,EMPLOY,HHNUM,ADULTS,KIDS1217,KIDS611,KIDS06,PARENT,AGE,AGE2,EDUC2,EDUC,INCOME,RACE,PARTYROT,PARTY,IDEOROT,IDEO,REGIST,C3A,SEX,IDENT,L1,C1,C1A,USBORN,USLIVE,RELIG,RELIGOPEN,DENOM,DENOMOPEN,BORN,JEWID,SECULAR,JDENOM,YEAR,DEMH1,DEMNHV,DATE,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6,Q7,Q8,I_EMPLOY,I_MARITAL,I_RACE
90000603,849,1.1309,FL,2,3,5,2,2,1,3,3,,,,2,36,,3,2,7,1,2,1,2,5,1,1,1,2,,1,1,,,22,,7,,1,,,,16,1,2,161210,1,2,1,2,1,0,0,0,0,0,0,0,3,3,1,1,2,1
90000604,849,1.5742,IL,1,2,3,1,3,1,2,2,,,,2,30,,8,5,6,6,2,2,1,2,1,,2,2,,2,1,,,20,,,,,,,,16,1,8,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,3,4
90000605,849,0.25,CA,2,4,9,1,6,3,1,1,,,,2,68,,8,5,98,1,1,2,2,5,1,1,2,2,,1,1,,,90,,,,,2,2,,16,1,3,161210,1,1,2,2,1,0,0,0,0,0,0,0,3,1,1,3,4,1
90000606,849,0.5241,MN,5,2,4,1,3,3,2,2,,,,2,73,,6,4,7,1,2,2,1,5,1,,1,2,,2,2,,,2,,,,,,,,16,1,1,161210,1,2,1,2,1,0,0,0,0,0,0,0,1,1,9,3,3,1
90000607,849,0.7849,NE,1,2,4,1,3,2,2,2,,,,2,78,,8,5,13,1,1,3,1,4,1,1,1,2,,1,1,,,15,,6,,2,,,,16,1,3,161210,1,3,2,2,1,1,0,0,0,0,0,0,2,3,9,2,3,1
90000610,849,2.398,TX,1,3,7,1,3,1,4,4,,,,2,46,,2,1,4,5,1,2,1,4,1,,1,4,,2,1,3,40,2,,,,,,,,16,2,,161210,2,1,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,3
90000611,849,0.5616,TX,1,3,7,2,1,1,3,3,,,,2,20,,4,3,6,1,1,1,1,2,1,,1,2,,2,2,,,25,,,,1,,,,16,1,1,161210,1,2,1,2,1,0,0,0,0,0,0,0,3,3,1,1,1,1
90000612,849,0.8116,VA,1,3,5,2,1,2,5,5,,,,2,21,,6,4,98,6,1,1,1,2,1,,1,2,,2,1,,,26,,,,1,,,,16,2,,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,2,1,4
90000613,849,0.8016,MD,1,3,5,1,3,1,4,3,1,0,0,1,52,,6,4,12,2,1,3,2,8,1,1,1,2,,1,1,,,22,,1,,1,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,3,2
90000614,849,0.434,FL,1,3,5,1,2,3,2,2,,,,2,74,,1,1,5,1,1,3,2,2,1,2,1,2,,1,1,,,2,,,,,,,,16,1,3,161210,1,2,2,2,1,1,1,1,1,1,0,0,3,2,2,3,2,1
90000618,849,2.0175,NY,,1,2,2,1,1,1,1,,,,2,19,,1,1,3,5,1,2,1,1,1,,1,4,,2,1,1,,2,,,,,,,,16,1,2,161210,3,2,2,2,1,0,0,0,0,0,0,0,3,3,9,1,1,3
90000621,849,0.3498,OH,1,2,3,2,5,2,1,1,,,,2,74,,5,3,3,2,1,3,1,3,1,1,2,2,,1,1,,,15,,1,,1,,,,16,1,3,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,5,2
90000622,849,0.8021,FL,3,3,5,1,3,1,4,2,2,0,0,1,49,,5,3,6,3,1,3,2,3,1,,1,2,,2,4,3,27,2,,,,,,,,16,1,3,161210,1,3,1,2,1,0,0,0,0,0,0,0,1,1,2,1,3,3
90000623,849,1.7868,FL,3,3,5,2,3,3,2,2,,,,2,62,,5,3,99,3,1,9,1,8,2,,2,4,,2,9,1,,90,,,,,2,3,,16,1,3,161210,4,3,2,2,0,0,0,0,0,0,1,0,,2,2,3,3,3
90000624,849,2.0289,MN,3,2,4,1,3,1,4,2,0,1,1,1,38,,8,5,7,1,2,3,1,3,1,,1,2,,2,1,,,22,,3,,2,,,,16,1,1,161210,2,2,1,2,1,0,0,0,0,0,0,0,3,2,2,1,3,1
90000625,849,1.5651,FL,,3,5,2,1,5,4,4,,,,2,18,,1,1,5,1,1,3,1,1,2,,1,2,,2,1,,,2,,,,,,,,16,2,,161210,1,2,2,2,1,0,0,0,0,0,0,0,2,2,1,5,1,1
90000627,849,0.8981,FL,,3,5,2,1,1,1,1,,,,2,99,1,6,4,2,1,2,3,1,4,2,,1,2,,2,1,,,22,,13,,1,,,,16,2,,161210,2,2,2,2,1,0,0,0,0,0,0,0,2,3,2,1,1,1
90000628,849,0.8567,AZ,2,4,8,1,6,3,1,1,,,,2,77,,3,2,7,1,2,3,2,8,2,,1,2,,2,1,,,15,,2,,2,,,,16,1,4,161210,4,2,2,2,1,0,0,0,0,0,0,0,3,3,2,3,4,1
90000629,849,2.3247,PA,1,1,2,1,3,2,7,7,,,,2,30,,6,4,98,2,2,2,1,3,2,,2,2,,2,1,,,22,,4,,1,,,,16,2,,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,1,1,2,3,2
90000631,849,1.0265,TX,2,3,7,2,3,2,2,2,,,,2,99,2,6,4,2,1,2,3,1,1,1,,2,2,,2,2,,,15,,5,,1,,,,16,1,2,161210,1,2,1,2,1,0,0,0,0,0,0,0,1,2,9,2,3,1
90000633,849,1.7264,MN,5,2,4,1,3,1,3,2,0,1,0,1,36,,4,3,5,1,2,2,1,5,1,,2,2,,2,1,,,22,,7,,2,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,3,1
90000635,849,0.8892,NC,1,3,5,1,5,3,4,4,,,,2,85,,98,9,99,4,2,2,1,2,1,,2,2,,2,1,1,,22,apostolic,97,,8,,,,16,1,3,161210,2,9,2,1,1,0,0,0,0,0,0,0,1,1,1,3,5,3
90000637,849,0.2676,GA,3,3,5,2,6,7,4,3,0,0,1,2,57,,5,3,1,2,2,2,2,3,1,4,1,2,,1,3,,,90,,,,,2,2,,16,2,,161210,2,2,1,2,1,0,0,0,0,0,0,0,3,2,1,6,4,2
90000638,849,1.457,GA,3,3,5,2,2,2,3,2,0,0,1,1,21,,2,1,2,99,2,3,1,2,1,,1,2,,2,1,,,96,,,,,2,,,16,2,,161210,2,2,2,2,1,0,0,0,0,0,0,0,3,3,1,2,2,
90000641,849,0.8446,GA,1,3,5,1,3,2,2,2,,,,2,28,,6,4,15,2,1,2,2,2,2,1,1,2,,1,1,,,22,,7,,1,,,,16,1,3,161210,3,2,2,2,1,0,0,0,0,0,0,0,1,1,2,2,3,2
90000642,849,0.578,OH,5,2,3,1,1,1,1,1,,,,2,56,,2,1,4,1,1,3,1,2,1,1,1,2,,1,1,,,2,,,,,,,,16,1,2,161210,2,3,2,2,1,0,0,0,0,0,0,0,1,1,2,1,1,1
90000643,849,2.2024,NY,,1,2,1,3,1,9,9,,,,2,35,,8,5,99,1,1,3,1,3,1,1,2,2,,1,1,,,2,,,,,,,,16,1,1,161210,3,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000644,849,0.49,FL,1,3,5,2,1,2,5,4,1,0,0,2,37,,4,3,5,2,1,3,2,3,1,1,1,2,,1,2,,,15,,5,,1,,,,16,1,2,161210,1,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,1,2
90000645,849,0.6782,CA,4,4,9,2,6,1,1,1,,,,2,32,,6,4,6,1,1,2,2,3,2,,1,2,,2,1,,,1,,,,1,,,,16,1,3,161210,4,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,4,1
90000646,849,0.4448,NC,2,3,5,1,1,1,5,5,,,,2,50,,5,3,99,7,2,9,2,9,1,,1,2,,2,2,,,22,,1,,1,,,,16,1,2,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,1,5
90000647,849,0.3854,MI,3,2,3,1,6,2,1,1,,,,2,64,,6,4,9,1,2,3,2,4,1,1,2,2,,1,1,,,23,,,,2,,,,16,1,1,161210,2,1,2,2,1,0,0,0,0,0,0,0,1,1,2,2,4,1
90000648,849,0.958,GA,5,3,5,1,3,2,3,2,1,0,0,1,59,,2,1,5,1,1,8,1,8,2,1,1,2,,1,1,,,90,,,,,2,2,,16,1,2,161210,3,2,2,2,1,0,0,0,0,0,0,0,2,3,1,2,3,1
90000649,849,0.4628,MI,1,2,3,1,6,3,3,3,,,,2,74,,8,5,3,1,2,2,2,4,1,1,2,2,,1,1,,,2,,,,,,,,16,1,2,161210,1,2,2,2,1,0,0,0,0,0,0,0,2,3,2,3,4,1
90000650,849,1.2394,SC,2,3,5,2,6,1,2,2,,,,2,62,,3,2,2,5,1,2,1,5,2,,1,4,,2,1,3,4,2,,,,,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,3,2,1,1,4,3
90000651,849,0.5818,FL,2,3,5,1,2,2,3,2,0,0,1,1,50,,5,3,12,1,2,2,2,3,1,1,1,2,,1,1,,,7,,,,,,,1,16,1,1,161210,1,2,2,1,0,0,1,0,0,0,0,0,,1,1,2,2,1
90000652,849,1.7563,WI,1,2,3,2,2,1,1,1,,,,2,58,,2,1,4,1,2,2,2,4,2,,1,2,,2,1,,,8,,,,1,,,,16,1,1,161210,2,2,2,2,1,0,0,0,0,0,0,0,3,2,1,1,2,1
90000653,849,1.7508,AL,1,3,6,2,4,2,2,1,0,1,0,1,24,,4,3,1,2,1,2,2,1,1,,2,2,,2,1,,,1,,,,2,,,,16,1,3,161210,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,2,4,2
90000655,849,0.9411,AR,3,3,7,2,3,1,2,2,,,,2,23,,4,3,7,5,2,1,2,1,1,,1,2,,2,7,1,,10,,,,,,,,16,1,1,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,3
90000656,849,1.5365,MO,3,2,4,1,1,2,3,3,,,,2,20,,5,3,6,1,1,3,1,2,1,,1,2,,2,1,,,96,,,,,2,,,16,1,5,161210,3,2,1,2,1,0,0,0,0,0,0,0,3,1,2,2,1,1
90000657,849,2.3052,IL,3,2,3,2,3,3,2,2,,,,2,65,,1,1,2,1,1,1,2,2,1,,1,2,,2,1,,,12,,,,,,,,16,1,3,161210,3,2,2,2,1,0,0,0,0,0,0,0,1,1,1,3,3,1
90000658,849,0.3297,CA,2,4,9,8,1,3,1,1,,,,2,81,,4,3,98,1,1,1,2,2,1,1,2,2,,1,1,,,26,,,,1,,,,16,1,4,161210,1,2,2,2,1,0,0,0,0,0,0,0,1,3,2,3,1,1
90000659,849,2.1877,CA,3,4,9,2,1,1,1,1,,,,2,22,,3,2,5,1,1,2,1,5,1,,2,2,,2,1,,,95,,,,,2,,,16,1,1,161210,3,1,2,2,1,0,0,0,0,0,0,0,3,2,1,1,1,1
90000660,849,0.7624,ID,,4,8,1,3,2,2,2,,,,2,76,,4,3,99,1,2,3,2,2,1,1,1,2,,1,1,,,22,,6,,2,,,,16,1,3,161210,1,3,1,2,1,0,0,0,0,0,0,0,1,2,2,2,3,1
90000661,849,1.5964,AZ,2,4,8,2,3,1,2,2,,,,2,32,,6,4,4,8,2,1,1,2,1,,2,2,,2,1,,,95,,,,,2,,,16,1,1,161210,4,1,2,2,1,0,0,0,0,0,0,0,3,3,1,1,3,4
90000663,849,1.1632,NY,1,1,2,1,3,1,3,3,,,,2,30,,6,4,99,1,2,9,2,9,9,1,1,2,,1,1,,,99,,,,,,,,16,2,,161211,1,2,2,2,0,0,1,0,0,0,0,0,,3,2,1,3,1
90000665,849,1.0721,NY,,1,2,1,3,1,2,2,,,,2,60,,4,3,12,1,2,1,2,1,1,1,1,2,,1,1,,,2,,,,,,,,16,1,1,161211,1,2,2,2,0,0,0,0,0,1,0,0,,1,2,1,3,1
90000667,849,1.6714,MI,5,2,3,1,1,1,1,1,,,,2,45,,3,2,2,99,2,3,2,3,1,,1,2,,2,1,,,22,,7,,2,,,,16,1,1,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,3,2,1,1,
90000668,849,0.6098,GA,1,3,5,1,3,3,2,2,,,,2,67,,6,4,99,2,2,2,1,1,1,1,1,2,,1,1,,,1,,,,1,,,,16,1,1,161211,3,1,2,2,1,0,0,0,0,0,0,0,1,1,2,3,3,2
90000670,849,0.7478,CA,2,4,9,2,1,1,2,1,1,0,0,1,28,,3,2,3,2,2,2,1,3,1,,1,2,,2,2,,,90,,,,,2,2,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,3,1,1,1,2
90000671,849,0.7639,CA,4,4,9,2,3,1,4,4,,,,2,58,,6,4,12,1,2,1,1,3,1,2,2,2,,1,1,,,15,,13,,2,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,3,1
90000672,849,1.1076,NJ,2,1,2,1,3,1,4,2,1,1,0,1,49,,3,2,12,6,1,2,1,3,1,1,1,2,,1,3,,,21,,,,,,,,16,1,1,161211,1,2,1,2,0,0,0,0,0,1,0,0,,3,1,1,3,4
90000673,849,0.4598,TX,2,3,7,1,2,1,5,2,2,1,0,1,45,,6,4,13,1,2,1,2,2,1,,1,2,,2,2,,,2,,,,,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,2,1
90000674,849,0.7352,IL,1,2,3,2,2,3,4,3,0,0,1,2,61,,3,2,1,2,2,2,2,2,1,1,1,2,,1,3,,,2,,,,,,,,16,1,2,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,3,2,2
90000675,849,2.2823,CA,4,4,9,9,1,1,4,4,,,,2,22,,3,2,2,5,2,2,2,4,1,,2,2,,2,1,1,,96,,,,,2,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,1,3
90000677,849,1.6745,NY,1,1,2,2,1,1,3,2,1,0,0,1,19,,3,2,1,6,2,3,2,3,2,,1,2,,2,1,,,96,,,,,2,,,16,1,3,161211,2,2,2,2,0,0,0,1,0,0,0,0,,3,2,1,1,4
90000680,849,1.289,NC,5,3,5,2,1,7,1,1,,,,2,56,,2,1,98,1,1,8,2,1,2,,1,2,,2,1,,,90,,,,,2,2,,16,1,8,161211,4,2,2,2,0,0,0,0,0,1,0,0,,1,2,6,1,1
90000681,849,2.1258,SC,2,3,5,1,3,1,4,2,1,1,0,1,53,,3,2,8,2,1,2,2,3,1,,1,2,,2,1,,,1,,,,2,,,,16,1,1,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,3,2
90000682,849,0.3948,TN,5,3,6,1,3,1,1,1,,,,2,69,,4,3,4,1,1,1,2,3,1,1,1,2,,1,1,,,2,,,,,,,,16,1,3,161211,4,3,2,2,1,0,0,0,0,0,0,0,1,2,1,1,3,1
90000686,849,0.3337,VA,1,3,5,1,6,3,1,1,,,,2,70,,5,3,5,2,1,2,2,4,1,1,1,2,,1,1,,,1,,,,1,,,,16,1,3,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,1,1,3,4,2
90000688,849,1.1305,IN,1,2,3,1,5,2,2,2,,,,2,66,,3,2,3,1,1,3,2,2,2,,2,2,,2,1,,,2,,,,,,,,16,1,3,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,5,1
90000691,849,2.5275,CT,2,1,1,1,3,1,3,2,0,0,1,1,32,,6,4,13,1,1,2,2,3,1,,2,2,,2,1,,,90,,,,,1,2,5,16,1,1,161211,1,1,1,2,1,0,0,0,0,0,0,0,3,3,1,1,3,1
90000694,849,0.7546,TX,,3,7,1,3,1,5,3,2,0,0,1,68,,6,4,2,3,1,1,1,1,1,1,2,2,,1,1,3,20,2,,,,,,,,16,1,3,161211,2,2,1,1,1,0,0,0,0,0,0,0,2,2,1,1,3,3
90000695,849,0.3005,OR,2,4,9,1,3,6,2,2,,,,2,52,,6,4,4,1,1,3,2,2,2,3,1,2,,1,1,,,90,,,,,2,1,,16,1,2,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,3,1,6,3,1
90000696,849,1.722,TX,1,3,7,2,3,1,4,2,0,2,0,1,35,,5,3,5,99,1,3,1,3,1,,1,2,,2,1,,,99,,,,,,,,16,1,1,161211,4,2,2,2,1,0,0,0,0,0,0,0,3,3,9,1,3,
90000698,849,0.7532,MT,2,4,8,1,3,3,2,2,,,,2,67,,7,5,99,1,1,1,1,1,1,,2,2,,2,1,,,15,,1,,1,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,3,3,1
90000699,849,0.7263,NC,5,3,5,2,1,5,3,3,,,,2,52,,3,2,1,9,1,9,2,8,1,99,1,2,,1,1,,,98,,,,,2,,,16,1,2,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,3,1,5,1,5
90000700,849,0.4718,MO,1,2,4,1,6,1,2,2,,,,2,69,,8,5,7,7,1,3,2,1,1,1,1,2,,1,1,,,22,,2,,1,,,,16,1,3,161211,4,1,2,2,1,0,0,0,0,0,0,0,1,2,2,1,4,5
90000701,849,1.0496,IL,1,2,3,1,2,2,3,3,,,,2,60,,3,2,1,2,1,2,2,1,1,1,2,2,,1,1,,,1,,,,2,,,,16,1,3,161211,4,2,2,2,1,0,1,0,1,0,0,0,3,2,1,2,2,2
90000702,849,1.3727,AR,5,3,7,1,3,3,2,2,,,,2,83,,3,2,4,1,1,3,2,1,1,,1,2,,2,1,,,15,,1,,1,,,,16,1,2,161211,1,2,2,1,1,0,0,0,0,0,0,0,1,3,2,3,3,1
90000704,849,1.0163,MI,5,2,3,2,3,3,3,3,,,,2,59,,4,3,6,1,1,2,1,2,1,,1,2,,2,2,,,22,,7,,1,,,,16,1,1,161211,3,2,2,2,0,0,0,0,0,1,0,0,,1,2,3,3,1
90000706,849,0.6994,FL,3,3,5,1,3,3,2,2,,,,2,64,,8,5,15,1,2,1,1,1,2,1,1,2,,1,1,,,2,,,,,,,,16,1,2,161211,1,2,2,1,1,0,0,0,0,0,0,0,3,2,2,3,3,1
90000707,849,1.0464,TX,,3,7,2,1,5,4,3,1,0,0,2,20,,4,3,8,3,1,2,2,3,2,,1,2,,2,1,3,9,22,,1,,2,,,,16,1,5,161211,4,2,2,2,1,0,0,0,0,0,0,0,3,3,2,5,1,3
90000709,849,0.5059,KS,5,2,4,1,3,1,2,2,,,,2,62,,5,3,2,1,2,3,2,3,1,1,2,2,,1,2,,,13,,,,1,,,,16,1,1,161211,4,2,2,2,1,0,0,0,0,0,0,0,1,3,1,1,3,1
90000710,849,0.9284,WA,2,4,9,1,2,2,3,3,,,,2,22,,4,3,4,10,2,8,2,5,1,1,2,2,,1,1,,,95,,,,,2,,,16,1,5,161211,1,1,2,2,1,0,0,0,0,0,0,0,3,2,1,2,2,5
90000711,849,0.8432,OH,2,2,3,1,2,3,2,2,,,,2,72,,4,3,1,1,2,1,1,2,1,,2,2,,2,1,,,15,,6,,2,,,,16,1,3,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,2,2,3,2,1
90000712,849,0.3801,FL,2,3,5,1,5,1,2,2,,,,2,80,,6,4,14,1,2,1,2,2,1,1,1,2,,1,1,,,90,,,,,2,2,,16,1,3,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,5,1
90000714,849,0.8668,VA,,3,5,1,3,1,2,2,,,,2,74,,8,5,12,6,2,3,1,3,1,,1,2,,2,1,,,90,,,,,2,2,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,3,4
90000715,849,0.25,FL,2,3,5,2,5,3,3,2,0,1,0,2,67,,4,3,3,1,1,2,2,3,1,4,1,2,,1,3,,,1,,,,1,,,,16,2,,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,3,5,1
90000716,849,0.5832,TX,1,3,7,1,1,1,3,3,,,,2,39,,6,4,4,4,2,2,2,2,1,1,2,2,,1,2,1,,15,,5,,1,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,1,3
90000717,849,0.5935,GA,3,3,5,2,5,3,1,1,,,,2,72,,3,2,3,1,2,1,1,3,1,1,2,2,,1,1,,,1,,,,1,,,,16,1,3,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,3,5,1
90000720,849,1.1733,MN,3,2,4,1,3,1,3,2,0,0,1,1,35,,5,3,12,1,2,1,2,1,1,,2,2,,2,2,,,98,,,,,2,,,16,1,1,161211,1,2,1,2,1,0,0,0,0,0,0,0,2,3,2,1,3,1
90000721,849,0.3371,IN,5,2,3,2,6,1,1,1,,,,2,54,,2,1,3,2,2,3,1,3,1,3,1,2,,1,2,,,97,spiritual,,,,,,,16,1,1,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,4,2
90000722,849,0.7416,FL,1,3,5,1,3,1,6,5,0,0,1,2,47,,8,5,8,1,2,1,2,2,1,,1,2,,2,4,,,1,,,,2,,,,16,8,,161211,1,2,2,2,1,0,0,0,0,0,0,0,2,3,9,1,3,1
90000724,849,0.7453,NE,1,2,4,1,3,1,2,2,,,,2,50,,8,5,8,1,2,1,1,2,1,,2,2,,2,2,,,22,,13,,1,,,,16,1,1,161211,3,2,2,2,1,0,0,0,0,0,0,0,3,3,9,1,3,1
90000725,849,1.0743,OH,2,2,3,2,1,2,2,2,,,,2,19,,3,2,2,1,2,2,1,4,1,,2,2,,2,2,,,12,,,,,,,,16,1,8,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,2,1,1
90000726,849,1.5651,AL,1,3,6,2,1,6,2,2,,,,2,23,,2,1,1,1,2,2,2,3,2,,1,2,,2,1,,,90,,,,,2,3,,16,2,,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,6,1,1
90000727,849,1.1919,IN,3,2,3,1,1,5,4,4,,,,2,19,,4,3,14,1,2,1,1,3,2,1,2,2,,1,1,,,2,,,,,,,,16,1,5,161211,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,5,1,1
90000728,849,1.8066,CA,,4,9,2,3,1,2,2,,,,2,28,,8,5,6,1,1,1,2,5,2,,2,2,,2,1,,,2,,,,,,,,16,1,2,161211,4,2,2,2,0,0,0,1,0,0,0,0,,2,2,1,3,1
90000729,849,0.7527,FL,1,3,5,8,6,7,2,2,,,,2,50,,2,1,99,1,2,3,1,8,1,1,1,2,,1,1,,,15,,7,,1,,,,16,1,1,161211,9,3,2,2,1,0,0,0,0,0,0,0,1,1,9,6,4,1
90000730,849,0.4961,FL,1,3,5,1,3,3,2,2,,,,2,67,,7,5,12,1,1,1,1,3,1,2,2,2,,1,1,,,90,,,,,2,2,,16,1,3,161211,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,3,3,1
90000731,849,1.9596,AZ,3,4,8,1,3,1,4,3,1,0,0,1,30,,3,2,4,1,1,2,1,3,1,,1,2,,2,1,,,90,,,,,2,2,,16,1,2,161211,2,2,2,2,1,0,0,0,0,0,0,0,3,1,1,1,3,1
90000733,849,0.7353,TX,5,3,7,1,1,1,4,4,,,,2,50,,5,3,99,2,1,2,2,3,1,1,2,2,,1,1,,,2,,,,,,,,16,2,,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,3,2,1,1,2
90000734,849,0.5416,FL,1,3,5,2,6,7,6,3,0,3,0,1,60,,8,5,9,2,1,8,2,2,1,,2,2,,2,5,,,1,,,,1,,,,16,2,,161211,4,2,2,2,1,0,0,0,0,0,0,0,1,1,2,6,4,2
90000736,849,1.2888,FL,1,3,5,2,3,1,4,2,1,1,0,1,36,,4,3,12,1,1,1,2,2,1,,2,2,,2,2,,,22,,1,,1,,,,16,1,1,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,3,2,1,3,1
90000737,849,2.468,OH,3,2,3,2,3,5,3,2,0,0,1,1,25,,5,3,3,99,1,3,2,8,2,,1,2,,2,1,,,11,,,,,,,,16,1,4,161211,3,2,2,2,0,0,0,0,0,0,1,0,,4,1,5,3,
90000738,849,1.0921,IN,5,2,3,1,3,1,2,2,,,,2,62,,6,4,6,1,1,3,2,2,1,,2,2,,2,1,,,22,,5,,2,,,,16,1,2,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,3,1
90000739,849,1.4875,IL,,2,3,2,3,1,2,2,,,,2,42,,4,3,99,1,1,3,2,3,1,1,1,2,,1,1,,,90,,,,,2,2,,16,1,1,161211,3,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,3,1
90000740,849,1.1844,NY,1,1,2,1,5,9,9,9,,,,2,74,,3,2,99,1,2,9,2,2,9,,1,2,,9,9,,,2,,,,,,,,16,1,3,161211,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,,5,1
90000741,849,0.92,GA,2,3,5,9,9,8,8,4,2,5,4,2,38,,4,3,1,99,1,8,1,8,1,,1,2,,2,7,,,99,,,,,,,,16,1,1,161211,1,2,1,2,1,0,0,0,0,0,0,0,1,2,2,6,,
90000742,849,0.4532,NC,5,3,5,2,2,1,5,2,3,0,0,1,45,,3,2,1,2,1,1,2,4,1,2,1,2,,1,2,,,1,,,,2,,,,16,2,,161211,2,2,2,2,1,0,0,0,0,0,0,0,3,1,1,1,2,2
90000743,849,0.4963,MN,5,2,4,1,3,1,3,2,0,0,1,1,50,,8,5,5,3,1,1,1,2,1,2,1,2,,1,1,3,30,2,,,,,,,,16,1,3,161211,4,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,3,3
90000748,849,1.4267,TX,1,3,7,1,3,1,7,6,0,0,1,2,52,,8,5,13,5,2,3,1,2,1,,1,2,,2,1,1,,2,,,,,,,,16,1,1,161211,1,3,2,2,1,1,0,0,0,0,0,0,1,1,2,1,3,3
90000750,849,0.9681,NV,,4,8,1,3,1,2,2,,,,2,65,,8,5,12,2,2,3,1,3,1,,1,2,,2,1,,,90,,,,,2,1,,16,1,3,161211,3,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,2
90000752,849,0.5715,NC,3,3,5,1,3,3,2,2,,,,2,69,,6,4,6,1,2,1,1,3,1,1,1,2,,1,1,,,2,,,,,,,,16,1,3,161211,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,3,3,1
90000753,849,0.8011,PA,5,1,2,1,6,1,1,1,,,,2,68,,8,5,12,1,2,1,2,2,1,,1,2,,2,1,,,7,,,,,,,2,16,1,3,161211,1,1,2,2,1,0,0,0,0,0,0,0,3,3,2,1,4,1
90000754,849,1.5481,FL,1,3,5,2,2,1,2,2,,,,2,30,,3,2,6,1,2,3,1,3,1,,1,2,,2,1,,,2,,,,,,,,16,2,,161211,4,3,2,2,1,0,0,0,0,0,0,0,2,2,2,1,2,1
90000755,849,0.6624,WA,1,4,9,2,2,1,2,2,,,,2,26,,8,5,5,1,2,2,2,5,1,,1,2,,2,1,,,7,,,,,,,1,16,1,1,161211,1,1,2,2,0,0,1,0,0,0,0,0,,3,1,1,2,1
90000757,849,1.8536,OH,,2,3,1,3,7,2,2,,,,2,59,,3,2,5,1,2,1,1,2,2,1,1,2,,1,1,,,99,,,,,,,,16,1,1,161211,1,2,2,2,0,0,0,0,0,0,1,0,,3,2,6,3,1
90000758,849,0.6333,PA,5,1,2,1,3,2,2,2,,,,2,65,,3,2,6,1,2,2,1,3,1,1,1,2,,1,3,,,8,,,,1,,,,16,2,,161211,2,2,2,2,1,0,0,0,0,0,0,0,1,2,2,2,3,1
