 ,WEEK,WEIGHT,STATE,ETRO,REGION,DIVISION,OWNHOME,MARITAL,EMPLOY,HHNUM,ADULTS,KIDS1217,KIDS611,KIDS06,PARENT,AGE,AGE2,EDUC2,EDUC,INCOME,RACE,PARTYROT,PARTY,IDEOROT,IDEO,REGIST,C3A,SEX,IDENT,L1,C1,C1A,USBORN,USLIVE,RELIG,RELIGOPEN,DENOM,DENOMOPEN,BORN,JEWID,SECULAR,JDENOM,YEAR,DEMH1,DEMNHV,DATE,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6,Q7,Q8,I_EMPLOY,I_MARITAL,I_RACE
90000282,849,1.7678,IL,1,2,3,2,1,6,3,2,1,0,0,1,40,,98,9,1,5,2,3,2,5,2,,2,4,,2,1,3,24,2,,,,,,,,16,2,,161208,3,2,2,2,1,0,0,0,0,0,0,0,3,3,2,6,1,3
90000284,849,2.6494,AZ,2,4,8,2,3,6,2,2,,,,2,39,,3,2,6,2,2,3,2,5,1,,1,2,,2,1,,,22,,13,,1,,,,16,2,,161208,1,2,2,2,0,0,0,0,0,0,1,0,,1,2,6,3,2
90000285,849,0.6861,CA,2,4,9,1,1,5,4,3,0,1,0,2,19,,3,2,7,3,2,2,2,5,2,1,1,2,,1,6,1,,95,,,,,2,,,16,2,,161208,3,2,2,2,1,0,0,0,0,0,0,0,3,2,2,5,1,3
90000288,849,2.9115,WA,1,4,9,2,3,1,3,2,0,0,1,1,25,,3,2,4,3,2,1,1,1,1,,1,2,,2,1,1,,22,,5,,2,,,,16,1,2,161208,1,2,2,2,1,0,0,0,0,0,0,0,2,3,2,1,3,3
90000289,849,0.7745,CA,,4,9,2,1,1,5,3,1,0,1,2,19,,3,2,3,5,2,2,2,4,2,1,2,2,,1,7,3,16,2,,,,,,,,16,1,5,161208,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,3
90000290,849,0.9107,TN,5,3,6,2,4,4,4,2,2,0,0,1,42,,3,2,1,1,2,1,1,2,1,,2,2,,2,2,,,90,,,,,2,2,,16,1,3,161208,1,2,2,2,1,0,0,0,0,0,0,0,2,2,2,4,4,1
90000291,849,0.9754,ID,1,4,8,2,1,1,1,1,,,,2,53,,4,3,5,10,2,1,2,3,1,,2,2,,2,1,,,15,,13,,1,,,,16,1,1,161208,2,2,2,2,1,0,0,0,0,0,0,0,1,3,2,1,1,5
90000292,849,1.3152,IA,1,2,4,1,9,9,9,9,,,,2,31,,99,9,99,99,2,9,1,9,9,99,2,2,,1,9,,,99,,,,,,,,16,1,1,161208,1,2,2,1,0,0,0,0,0,0,1,0,,3,1,,,
90000293,849,0.5553,OH,3,2,3,1,3,1,2,2,,,,2,58,,4,3,12,1,2,2,1,4,1,4,2,2,,1,1,,,2,,,,,,,,16,1,1,161208,1,1,2,2,1,0,0,0,0,0,0,0,3,2,2,1,3,1
90000294,849,0.4258,CA,1,4,9,1,1,1,1,1,,,,2,36,,8,5,14,1,2,1,1,3,1,1,2,2,,1,1,,,90,,,,,2,2,,16,1,1,161208,1,1,1,2,1,0,0,0,0,0,0,0,3,3,1,1,1,1
90000296,849,2.0283,NV,2,4,8,2,1,2,3,3,,,,2,18,,3,2,1,2,2,3,2,3,1,,2,2,,2,1,,,90,,,,,2,1,,16,1,2,161208,4,1,1,2,1,0,0,0,0,0,0,0,1,2,1,2,1,2
90000297,849,1.0407,TX,3,3,7,2,3,3,3,3,,,,2,99,4,2,1,2,1,2,1,1,2,1,,2,2,,2,2,,,22,,5,,1,,,,16,1,3,161208,1,2,2,2,1,1,1,0,0,0,0,0,1,1,2,3,3,1
90000298,849,0.7331,NV,3,4,8,1,1,2,6,3,2,0,1,1,23,,3,2,5,10,2,3,1,3,2,1,1,2,,1,1,,,90,,,,,2,2,,16,1,1,161208,3,2,1,2,1,0,0,0,0,0,0,0,3,3,2,2,1,5
90000299,849,2.39,FL,1,3,5,2,3,7,2,2,,,,2,35,,2,1,1,99,2,1,2,1,1,,1,2,,2,1,,,26,,,,1,,,,16,1,3,161208,1,1,2,2,1,0,0,0,0,0,0,0,1,1,2,6,3,
90000301,849,0.25,CA,1,4,9,1,6,3,1,1,,,,2,75,,6,4,1,1,2,2,2,4,2,,1,2,,2,5,,,25,,,,1,,,,16,1,3,161208,3,2,2,2,1,0,0,0,0,0,0,0,2,3,2,3,4,1
90000302,849,1.6155,AL,1,3,6,1,1,1,3,3,,,,2,19,,3,2,6,1,2,1,1,2,1,,1,2,,2,1,,,1,,,,1,,,,16,2,,161208,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1
90000303,849,0.8676,NJ,1,1,2,1,3,1,2,2,,,,2,54,,8,5,99,1,2,1,2,2,1,1,1,2,,1,1,,,22,,5,,1,,,,16,1,1,161208,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000305,849,0.9889,TX,3,3,7,1,3,1,2,2,,,,2,60,,3,2,99,1,1,1,2,3,1,1,1,2,,1,1,,,90,,,,,2,1,,16,1,1,161208,3,2,2,2,1,0,0,0,0,0,0,0,1,2,1,1,3,1
90000306,849,0.6156,MS,5,3,6,1,5,1,2,2,,,,2,54,,3,2,5,1,1,1,1,2,1,1,1,2,,1,1,,,2,,,,,,,,16,1,2,161208,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,5,1
90000307,849,0.9774,MS,3,3,6,1,3,1,6,2,1,2,1,1,34,,3,2,5,1,1,1,1,2,2,,1,2,,2,2,,,22,,13,,1,,,,16,2,,161208,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000309,849,1.362,TX,5,3,7,9,1,1,1,1,,,,2,32,,3,2,7,5,1,1,2,4,2,,1,2,,2,1,1,,22,,7,,2,,,,16,2,,161208,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,3
90000311,849,0.9227,CA,2,4,9,2,1,1,1,1,,,,2,31,,8,5,6,6,1,3,1,4,2,,2,2,,2,1,,,97,spiritual,,,,,,,16,1,1,161208,3,2,1,2,1,0,0,0,0,0,0,0,3,3,1,1,1,4
90000312,849,1.2821,OK,,3,7,1,1,6,2,2,,,,2,54,,1,1,7,2,1,2,1,4,1,,1,2,,2,8,,,22,,7,,1,,,,16,2,,161208,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,6,1,2
90000313,849,1.419,WA,2,4,9,1,3,1,9,9,,,,2,42,,4,3,12,1,1,3,1,1,1,2,1,2,,1,1,,,15,,13,,1,,,,16,1,1,161208,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,1
90000314,849,1.5845,CA,5,4,9,2,2,1,2,2,,,,2,31,,2,1,5,5,1,2,2,5,2,,2,2,,2,1,1,,90,,,,,2,2,,16,2,,161208,1,2,2,2,1,0,0,0,0,0,0,0,3,1,1,1,2,3
90000315,849,0.5494,TX,1,3,7,1,6,2,4,2,1,1,0,2,54,,3,2,2,5,1,2,1,2,1,1,1,2,,1,7,1,,22,,5,,1,,,,16,1,2,161208,2,2,2,2,1,0,0,0,0,0,0,0,3,1,2,2,4,3
90000316,849,0.973,CA,4,4,9,2,5,7,3,3,,,,2,66,,3,2,1,7,1,3,1,5,1,,1,2,,2,1,,,12,,,,,,,,16,1,2,161208,3,2,2,2,1,0,0,0,0,0,0,0,1,2,1,6,5,5
90000317,849,1.5804,CA,2,4,9,1,1,1,5,4,1,0,0,2,23,,5,3,2,5,1,2,2,4,1,,2,2,,2,1,1,,90,,,,,2,1,,16,1,3,161208,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,3
90000320,849,0.7415,NV,1,4,8,1,1,1,1,1,,,,2,52,,8,5,7,1,1,2,1,5,1,,1,2,,2,1,,,96,,,,,2,,,16,1,1,161208,4,1,2,2,1,0,0,0,0,0,0,0,3,3,1,1,1,1
90000321,849,1.2816,CA,2,4,9,1,1,6,4,4,,,,2,39,,3,2,5,3,1,9,2,4,1,1,1,2,,1,1,1,,97,non-practicing,,,,,,,16,1,3,161208,3,2,2,2,0,0,0,0,0,0,1,0,,4,1,6,1,3
90000322,849,1.3151,NY,1,1,2,1,3,1,2,2,,,,2,51,,3,2,15,1,1,2,1,5,2,,1,2,,2,3,,,96,,,,,1,,5,16,1,1,161208,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,3,1
90000323,849,0.6955,CA,2,4,9,1,3,1,2,2,,,,2,64,,7,5,12,1,1,1,2,2,1,1,1,2,,1,1,,,7,,,,,,,2,16,1,1,161208,1,1,2,2,1,0,0,0,0,0,0,0,3,4,2,1,3,1
90000326,849,0.5038,MT,5,4,8,1,3,3,2,2,,,,2,72,,3,2,2,1,1,3,2,3,1,1,2,2,,1,2,,,15,,97,VILLAGE MISSION CHURCH,1,,,,16,1,2,161208,2,2,2,2,1,0,0,0,0,0,0,0,1,3,9,3,3,1
90000327,849,0.6887,CA,2,4,9,1,3,1,5,2,1,1,1,1,41,,4,3,6,1,2,3,2,1,1,1,1,2,,1,3,,,12,,,,,,,,16,1,1,161208,2,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,3,1
90000329,849,0.5698,AZ,2,4,8,1,3,2,3,3,,,,2,57,,6,4,7,1,2,3,2,4,1,1,2,2,,1,3,,,11,,,,,,,,16,1,2,161208,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,2,3,1
90000330,849,0.5181,ID,5,4,8,1,5,1,1,1,,,,2,52,,3,2,3,6,2,3,2,4,2,,2,2,,2,3,,,1,,,,1,,,,16,1,3,161208,2,1,2,2,1,0,0,0,0,0,0,0,3,3,1,1,5,4
90000331,849,1.6254,WA,5,4,9,1,3,2,7,4,2,1,0,1,44,,4,3,12,1,2,3,2,2,1,,2,2,,2,1,,,10,,,,,,,,16,2,,161208,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,2,3,1
90000332,849,0.3852,CA,2,4,9,2,2,1,3,2,1,0,0,1,37,,6,4,8,10,2,3,2,3,1,,1,2,,2,2,,,90,,,,,2,2,,16,1,1,161208,1,2,1,2,1,0,0,0,0,0,0,0,3,3,9,1,2,5
90000337,849,0.9628,CA,4,4,9,1,1,1,4,3,0,1,0,2,35,,6,4,6,3,2,2,1,3,1,,2,2,,2,1,3,30,2,,,,,,,,16,1,2,161208,1,1,2,1,1,0,0,0,0,0,0,0,1,1,2,1,1,3
90000338,849,0.4125,CO,5,4,8,1,1,2,5,5,,,,2,19,,4,3,98,1,2,1,2,1,1,,1,2,,2,2,,,22,,98,,1,,,,16,1,5,161208,2,2,2,2,1,0,0,0,0,0,0,0,2,3,1,2,1,1
90000339,849,0.8443,AZ,,4,8,1,3,3,2,2,,,,2,75,,4,3,2,10,2,1,2,2,1,,2,2,,2,1,,,15,,13,,1,,,,16,1,3,161208,3,2,2,2,1,0,0,0,0,0,0,0,1,2,2,3,3,5
90000340,849,0.8905,WA,1,4,9,2,3,1,4,2,0,2,0,1,34,,6,4,4,1,2,3,2,2,2,,2,2,,2,2,,,15,,5,,1,,,,16,2,,161208,4,2,2,2,1,0,0,0,0,0,0,0,1,1,9,1,3,1
90000345,849,0.2893,WV,1,3,5,1,3,1,2,2,,,,2,61,,6,4,7,1,1,2,2,3,1,3,1,2,,1,3,,,1,,,,1,,,,16,1,1,161209,2,2,1,2,1,0,0,0,0,0,0,0,2,1,1,1,3,1
90000346,849,1.4293,CA,2,4,9,2,2,2,4,2,0,1,1,1,30,,5,3,5,5,1,3,2,4,1,,2,2,,2,1,1,,90,,,,,2,1,,16,1,1,161209,2,3,1,2,1,0,0,0,0,0,0,0,2,1,1,2,2,3
90000348,849,0.8077,TN,3,3,6,1,1,1,1,1,,,,2,29,,3,2,7,1,1,3,1,3,1,,1,2,,2,2,,,2,,,,,,,,16,1,1,161209,3,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,1,1
90000349,849,1.3836,KY,3,3,6,2,2,1,2,2,,,,2,24,,4,3,7,1,1,2,2,3,1,,2,2,,2,8,,,13,,,,1,,,,16,2,,161209,2,2,1,2,1,0,0,0,0,0,0,0,1,1,2,1,2,1
90000350,849,0.474,GA,2,3,5,1,3,1,2,2,,,,2,60,,8,5,13,1,1,1,1,3,1,1,1,2,,1,2,,,90,,,,,2,2,,16,1,1,161209,2,2,2,2,1,0,0,0,0,0,0,0,2,2,9,1,3,1
90000351,849,1.0102,SC,5,3,5,1,6,7,3,1,1,1,0,1,35,,2,1,2,10,1,3,2,3,1,,2,2,,2,3,,,22,,13,,1,,,,16,2,,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,6,4,5
90000352,849,0.6939,FL,1,3,5,1,3,3,2,2,,,,2,75,,3,2,6,1,1,1,1,3,1,1,1,2,,1,2,,,2,,,,,,,,16,1,2,161209,1,3,2,2,1,0,0,0,0,0,0,0,1,3,1,3,3,1
90000354,849,0.7538,NJ,,1,2,1,3,1,3,3,,,,2,65,,7,5,99,1,1,1,2,1,1,2,2,2,,1,1,,,15,,3,,2,,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,3,2,1,3,1
90000357,849,0.9569,MI,1,2,3,1,1,1,4,4,,,,2,25,,6,4,98,1,1,1,1,2,1,1,2,2,,1,1,,,11,,,,,,,,16,1,2,161209,1,2,1,2,0,0,0,0,0,1,0,0,,3,2,1,1,1
90000358,849,1.0064,MA,3,1,1,1,5,2,2,1,0,0,1,1,53,,2,1,5,3,1,2,2,5,1,,2,2,,2,3,2,47,2,,,,,,,,16,1,2,161209,1,2,2,1,1,0,0,0,0,0,0,0,1,1,1,2,5,3
90000359,849,0.6687,NC,5,3,5,2,5,3,3,2,1,0,0,2,76,,3,2,2,1,1,2,1,4,1,,2,2,,2,7,,,15,,13,,1,,,,16,2,,161209,2,2,1,2,1,0,0,0,0,0,0,0,1,1,2,3,5,1
90000361,849,0.6972,GA,,3,5,1,3,3,4,4,,,,2,68,,7,5,98,7,2,1,1,3,2,1,1,2,,1,1,,,13,,,,2,,,,16,1,3,161209,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,3,3,5
90000363,849,2.5243,AL,,3,6,2,3,2,8,4,5,2,1,1,19,,2,1,6,1,2,1,2,1,1,,1,2,,2,1,,,2,,,,,,,,16,2,,161209,1,2,2,2,1,1,0,0,0,0,0,0,1,1,2,2,3,1
90000364,849,1.1885,AL,5,3,6,1,2,1,5,3,0,0,2,1,29,,3,2,2,1,2,3,2,1,1,,1,2,,2,1,,,90,,,,,2,2,,16,2,,161209,1,2,1,2,1,0,0,0,0,0,0,0,2,2,2,1,2,1
90000365,849,1.4368,NJ,4,1,2,1,1,1,4,4,,,,2,23,,6,4,8,3,2,2,2,5,1,1,2,2,,1,1,1,,95,,,,,2,,,16,1,1,161209,2,1,2,2,1,0,0,0,0,0,0,0,3,3,1,1,1,3
90000367,849,1.7575,TX,1,3,7,2,3,1,3,2,1,0,0,1,41,,3,2,3,5,2,2,2,2,1,1,1,2,,1,1,1,,2,,,,,,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,2,2,2,1,3,3
90000369,849,2.2825,RI,3,1,1,1,3,1,3,2,0,0,1,1,35,,4,3,6,1,2,3,2,4,1,,1,2,,2,1,,,7,,,,,,,5,16,1,2,161209,1,1,1,2,0,0,1,0,0,0,0,0,,3,1,1,3,1
90000370,849,1.021,PA,1,1,2,1,1,2,3,3,,,,2,21,,4,3,6,1,2,3,2,3,1,,1,2,,2,1,,,96,,,,,2,,,16,1,5,161209,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,1,1
90000371,849,0.5942,NY,1,1,2,2,3,3,2,2,,,,2,70,,8,5,3,2,1,2,1,5,1,,1,2,,2,2,,,22,,7,,1,,,,16,2,,161209,3,1,1,2,1,0,0,0,0,0,0,0,1,1,1,3,3,2
90000372,849,1.6155,FL,2,3,5,2,1,1,1,1,,,,2,24,,3,2,1,1,2,3,2,3,1,,1,2,,2,1,,,90,,,,,2,2,,16,2,,161209,1,2,2,2,1,0,0,0,0,0,0,0,2,1,1,1,1,1
90000373,849,1.4189,IL,2,2,3,2,2,2,2,2,,,,2,21,,4,3,1,2,2,2,1,1,1,,1,2,,2,1,,,22,,11,,2,,,,16,2,,161209,2,2,1,2,1,0,0,0,0,0,0,0,1,1,2,2,2,2
90000374,849,1.2128,MA,,1,1,1,6,1,2,2,,,,2,48,,3,2,12,1,2,3,1,3,1,1,1,2,,1,1,,,95,,,,,2,,,16,1,1,161209,3,2,2,2,0,0,0,0,0,1,0,0,,2,2,1,4,1
90000375,849,1.6967,NJ,4,1,2,1,3,1,4,2,2,0,0,1,57,,4,3,7,99,2,2,2,3,1,,1,2,,2,1,,,2,,,,,,,,16,1,1,161209,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,
90000376,849,0.797,MO,3,2,4,2,2,1,4,2,0,0,2,1,23,,5,3,2,2,2,2,2,4,1,,2,2,,2,2,,,1,,,,1,,,,16,2,,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,2,2
90000377,849,0.6012,NC,1,3,5,2,5,3,1,1,,,,2,82,,8,5,4,2,2,3,1,5,1,,1,2,,2,1,,,2,,,,,,,,16,1,2,161209,2,2,2,2,1,0,0,0,0,0,0,0,1,1,9,3,5,2
90000379,849,1.8118,SC,5,3,5,2,1,4,2,1,0,0,1,1,36,,3,2,6,2,2,1,1,3,1,,2,2,,2,1,,,90,,,,,2,2,,16,1,3,161209,2,2,2,2,1,0,0,0,0,0,0,0,3,1,1,4,1,2
90000381,849,0.7937,LA,3,3,7,1,3,3,3,3,,,,2,79,,98,9,2,2,2,2,1,3,1,,2,2,,2,6,,,2,,,,,,,,16,1,3,161209,1,1,1,2,1,0,0,0,0,0,0,0,1,1,1,3,3,2
90000382,849,2.6313,TX,3,3,7,2,1,1,1,1,,,,2,20,,1,1,1,1,1,3,2,3,2,,2,2,,2,1,,,90,,,,,2,2,,16,2,,161209,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1
90000384,849,1.334,MI,1,2,3,2,1,2,6,4,1,1,0,2,23,,4,3,99,5,1,9,2,9,1,1,2,2,,1,1,1,,2,,,,,,,,16,1,2,161209,2,2,2,2,1,0,0,0,0,0,0,0,1,2,1,2,1,3
90000386,849,1.2696,TX,1,3,7,2,3,1,9,9,,,,2,64,,99,9,99,99,1,3,1,4,1,,1,2,,2,1,,,15,,13,,2,,,,16,1,1,161209,2,2,2,2,1,0,0,0,0,0,0,0,3,2,1,1,3,
90000387,849,0.5374,OH,5,2,3,2,6,2,4,1,2,0,1,1,45,,4,3,1,1,1,3,1,8,1,,2,2,,2,2,,,22,,2,,2,,,,16,1,2,161209,3,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,4,1
90000388,849,0.3922,IA,1,2,4,1,5,3,1,1,,,,2,58,,2,1,5,1,1,1,1,1,1,7,2,2,,1,5,,,2,,,,,,,,16,1,4,161209,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,3,5,1
90000391,849,0.6462,VA,5,3,5,1,2,2,5,5,,,,2,21,,5,3,13,1,1,1,1,2,2,1,1,2,,1,1,,,22,,4,,1,,,,16,2,,161209,1,2,1,2,1,0,0,0,0,0,0,0,1,1,9,2,2,1
90000392,849,0.8134,TX,1,3,7,2,2,5,2,2,,,,2,20,,4,3,4,5,1,2,1,1,2,,2,2,,2,2,3,3,2,,,,,,,,16,2,,161209,2,2,1,2,0,0,0,0,0,1,0,0,,1,1,5,2,3
90000393,849,1.0894,IL,1,2,3,2,6,7,1,1,,,,2,66,,1,1,3,2,1,2,1,4,1,,2,2,,2,1,,,1,,,,1,,,,16,2,,161209,4,2,2,2,1,0,0,0,0,0,0,0,2,2,1,6,4,2
90000394,849,0.4897,TN,5,3,6,2,1,7,1,1,,,,2,48,,1,1,9,1,1,3,2,1,1,1,1,2,,1,1,,,1,,,,9,,,,16,1,3,161209,4,2,2,2,1,0,0,0,0,0,0,0,1,1,2,6,1,1
90000395,849,0.5985,CT,2,1,1,1,3,3,2,2,,,,2,73,,4,3,13,1,2,3,2,3,1,1,1,2,,1,2,,,13,,,,2,,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,3,3,1
90000396,849,0.5623,CO,1,4,8,2,1,1,4,4,,,,2,24,,6,4,12,1,1,3,2,3,2,,2,2,,2,2,,,90,,,,,2,2,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,1,1
90000397,849,1.028,CA,2,4,9,1,1,1,3,3,,,,2,19,,3,2,14,1,1,2,1,4,1,1,1,2,,1,1,,,95,,,,,2,,,16,1,5,161209,2,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,1,1
90000398,849,1.3305,VA,3,3,5,2,2,1,5,3,2,0,0,1,51,,3,2,6,1,1,3,1,2,1,,1,2,,2,1,,,90,,,,,2,2,,16,2,,161209,4,2,2,2,1,0,0,0,0,0,0,0,1,2,2,1,2,1
90000399,849,0.441,IL,1,2,3,8,1,2,3,3,,,,2,63,,8,5,4,2,2,2,2,5,1,2,2,2,,1,1,,,2,,,,,,,,16,2,,161209,3,2,2,2,1,0,0,0,0,0,0,0,1,1,9,2,1,2
90000401,849,1.3747,MD,3,3,5,2,1,1,1,1,,,,2,48,,7,5,98,2,2,3,2,3,2,,2,2,,2,1,,,22,,5,,1,,,,16,2,,161209,1,2,2,2,1,0,0,0,0,0,0,0,9,3,2,1,1,2
90000402,849,0.3725,FL,2,3,5,1,6,7,3,3,,,,2,52,,8,5,3,7,2,2,1,1,2,1,2,2,,1,3,,,2,,,,,,,,16,2,,161209,3,2,1,1,1,0,0,0,0,0,0,0,2,1,1,6,4,5
90000403,849,0.6834,SC,1,3,5,1,1,1,1,1,,,,2,35,,3,2,6,2,2,3,2,3,1,1,1,2,,1,1,,,90,,,,,2,1,,16,2,,161209,1,2,2,2,0,0,0,0,0,0,1,0,,3,1,1,1,2
90000405,849,1.6413,FL,1,3,5,1,3,1,2,2,,,,2,51,,3,2,6,5,2,1,2,2,1,,2,2,,2,3,1,,2,,,,,,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,3
90000407,849,2.2111,FL,2,3,5,1,3,1,2,2,,,,2,43,,7,5,15,1,2,1,2,3,1,,2,2,,2,1,,,15,,3,,1,,,,16,1,1,161209,1,1,2,2,1,0,0,0,0,0,0,0,2,2,1,1,3,1
90000409,849,0.9889,SC,5,3,5,1,3,3,2,2,,,,2,61,,3,2,7,1,2,1,1,2,1,1,1,2,,1,1,,,22,,1,,1,,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,2,2,3,3,1
90000410,849,1.5671,NY,1,1,2,2,2,1,2,2,,,,2,32,,8,5,12,1,2,2,2,4,1,,2,2,,2,1,,,90,,,,,2,2,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,3,1,1,2,1
90000411,849,0.6904,OH,3,2,3,1,6,7,1,1,,,,2,55,,3,2,1,1,2,2,2,5,1,1,2,2,,1,1,,,95,,,,,2,,,16,1,3,161209,1,1,2,2,0,0,0,0,0,0,1,0,,3,1,6,4,1
90000412,849,0.3669,MD,3,3,5,1,6,1,1,1,,,,2,52,,8,5,13,1,2,2,1,5,1,,1,2,,2,2,,,97,spiritual i believe that there is truth in all of the above,,,,,,,16,1,1,161209,1,1,2,1,1,0,0,1,0,0,0,0,2,1,1,1,4,1
90000413,849,0.9196,GA,3,3,5,1,4,1,1,1,,,,2,36,,8,5,15,99,2,3,2,4,1,,1,2,,2,1,,,90,,,,,2,2,,16,1,1,161209,4,2,2,2,1,1,1,1,1,0,0,0,3,3,9,1,4,
90000414,849,1.2883,TN,1,3,6,2,6,1,1,1,,,,2,36,,6,4,4,1,2,3,2,5,1,,2,2,,2,1,,,2,,,,,,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,1,4,1
90000417,849,1.4607,OH,1,2,3,2,1,6,1,1,,,,2,30,,5,3,1,1,2,3,1,8,1,,1,2,,2,8,,,95,,,,,2,,,16,1,2,161209,4,2,2,2,0,0,0,0,0,0,1,0,,3,2,6,1,1
90000418,849,1.1147,KS,5,2,4,2,3,4,2,2,,,,2,24,,4,3,6,1,1,9,2,9,2,1,2,2,,1,1,,,96,,,,,2,,,16,1,1,161209,4,2,2,2,1,0,0,0,0,0,0,0,3,2,2,4,3,1
90000419,849,0.631,TX,3,3,7,1,6,7,2,2,,,,2,46,,5,3,4,1,1,1,2,1,1,1,1,2,,1,1,,,23,,,,1,,,,16,1,4,161209,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,6,4,1
90000420,849,1.0609,OH,2,2,3,1,5,3,9,9,,,,2,99,4,3,2,99,99,1,1,1,1,1,1,2,2,,1,1,,,8,,,,8,,,,16,1,9,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,3,5,
90000423,849,0.9947,MN,5,2,4,1,1,6,1,1,,,,2,56,,5,3,2,1,1,3,2,5,1,,1,2,,2,1,,,8,,,,2,,,,16,1,2,161209,2,2,1,2,0,0,0,0,0,0,1,0,,2,2,6,1,1
90000425,849,1.0513,MS,5,3,6,1,5,2,1,1,,,,2,74,,3,2,5,1,1,1,1,2,1,,2,2,,2,1,,,22,,7,,1,,,,16,1,3,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,3,2,2,5,1
90000427,849,0.7551,IA,5,2,4,2,3,1,3,2,0,1,0,1,51,,8,5,5,1,1,3,1,5,1,1,1,2,,1,1,,,95,,,,,2,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,3,9,1,3,1
90000430,849,0.8339,VA,3,3,5,2,2,1,2,2,,,,2,26,,6,4,6,1,1,1,2,2,1,,1,2,,2,1,,,2,,,,,,,,16,1,1,161209,1,1,1,2,1,0,0,0,0,0,0,0,2,2,2,1,2,1
90000431,849,1.3268,TX,2,3,7,1,5,3,1,1,,,,2,90,,3,2,1,1,1,1,1,3,1,,2,2,,2,1,,,15,,2,,1,,,,16,1,3,161209,3,2,2,2,1,0,0,0,0,0,0,0,2,3,2,3,5,1
90000432,849,1.6541,GA,3,3,5,1,2,1,5,2,2,1,0,2,37,,3,2,7,1,1,3,1,3,1,,1,2,,2,1,,,90,,,,,2,2,,16,2,,161209,1,2,2,2,1,0,0,0,0,0,0,0,3,2,9,1,2,1
90000433,849,0.579,OH,5,2,3,1,6,1,4,3,0,0,1,1,55,,4,3,5,1,2,1,2,3,1,1,2,2,,1,1,,,2,,,,,,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,4,1
90000435,849,1.5813,MA,3,1,1,1,3,1,2,2,,,,2,60,,6,4,12,1,1,3,1,5,1,,1,2,,2,1,,,25,,,,2,,,,16,1,2,161209,1,3,1,2,1,0,0,0,0,0,0,0,3,3,2,1,3,1
90000436,849,0.6034,IL,1,2,3,1,6,1,3,1,2,0,0,1,44,,4,3,6,2,2,2,2,1,1,1,1,2,,1,1,,,2,,,,,,,,16,1,1,161209,1,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,4,2
90000438,849,0.4928,AZ,1,4,8,1,4,8,4,4,,,,2,53,,5,3,3,2,2,3,1,1,2,,1,2,,2,5,,,90,,,,,2,2,,16,1,1,161209,4,2,2,2,0,0,0,0,0,0,1,0,,1,1,6,4,2
90000440,849,0.8737,CA,1,4,9,2,1,1,1,1,,,,2,51,,6,4,13,1,1,3,2,2,1,,2,2,,2,1,,,2,,,,,,,,16,1,1,161209,1,1,2,9,1,0,0,0,0,0,0,0,1,1,2,1,1,1
